,Year,Country,Area,Day Time,Fatal,Type
3172,1976,USA,Florida,,Y,Unprovoked
3173,1976,USA,Florida,,Y,Unprovoked
3174,1976,USA,Florida,Afternoon,N,Unprovoked
3175,1976,USA,North Carolina,,N,Unprovoked
3176,1976,USA,Oregon,Afternoon,N,Unprovoked
3177,1976,USA,Florida,Morning,N,Unprovoked
3178,1976,USA,Louisiana,,N,Unprovoked
3179,1976,USA,Hawaii,,Y,Unprovoked
3180,1976,USA,Florida,,N,Unprovoked
3181,1976,USA,Florida,Night,N,Unprovoked
3182,1976,USA,Hawaii,,N,Unprovoked
3183,1976,ITALY,Reggio Calabria Province,,N,Provoked
3184,1976,AUSTRALIA,Queensland,,N,
3185,1976,SOUTH AFRICA,Western Cape Province,,N,
3186,1976,USA,Texas,,Unknown,
3187,1976,USA,Florida,Afternoon,N,Unprovoked
3188,1976,SOUTH AFRICA,Western Cape Province,,N,
3189,1976,SOUTH AFRICA,Western Cape Province,,N,
3190,1976,SOUTH AFRICA,Western Cape Province,,N,
3191,1976,SOUTH AFRICA,Western Cape Province,,N,
3192,1976,SOUTH AFRICA,Western Cape Province,,N,Provoked
3193,1976,AUSTRALIA,Queensland,,N,Unprovoked
3194,1976,SOUTH AFRICA,Western Cape Province,Morning,N,Provoked
3195,1976,USA,Florida,,N,Unprovoked
3196,1976,NEW ZEALAND,North Island,Afternoon,Y,Unprovoked
3197,1976,USA,Hawaii,,Y,Unprovoked
3198,1975,AUSTRALIA,South Australia,,N,
3199,1975,USA,California,Afternoon,N,Unprovoked
3200,1975,AUSTRALIA,New South Wales,,N,Provoked
3201,1975,AUSTRALIA,New South Wales,,N,Unprovoked
3202,1975,SOUTH AFRICA,KwaZulu-Natal,Morning,N,Unprovoked
3203,1975,AUSTRALIA,Queensland,,N,Unprovoked
3204,1975,USA,Florida,,N,Unprovoked
3205,1975,USA,New Jersey,Morning,Unknown,
3206,1975,AUSTRALIA,New South Wales,,N,Unprovoked
3207,1975,USA,California,,Unknown,
3208,1975,SOUTH AFRICA,KwaZulu-Natal,,N,Unprovoked
3209,1975,SOUTH AFRICA,Eastern Cape Province,Afternoon,N,Unprovoked
3210,1975,USA,Florida,Afternoon,N,Unprovoked
3211,1975,USA,California,Afternoon,N,Unprovoked
3212,1975,HONG KONG,Mirs Bay ,,N,Unprovoked
3213,1975,USA,Oregon,,Y,
3214,1975,AUSTRALIA,Tasmania,Afternoon,Y,Unprovoked
3215,1975,USA,Florida,,N,Unprovoked
3216,1975,AUSTRALIA,Queensland,,N,Unprovoked
3217,1975,USA,California,Afternoon,N,Unprovoked
3218,1975,USA,California,Afternoon,N,Unprovoked
3219,1975,USA,Florida,,N,Unprovoked
3220,1975,AUSTRALIA,Western Australia,,N,Provoked
3221,1975,USA,Florida,,N,Unprovoked
3222,1975,USA,South Carolina,Afternoon,N,Unprovoked
3223,1975,USA,South Carolina,Afternoon,N,Unprovoked
3224,1975,USA,Alabama,,N,Unprovoked
3225,1975,USA,Florida,,N,Unprovoked
3226,1975,USA,Florida,,N,Provoked
3227,1975,USA,Florida,Morning,N,Unprovoked
3228,1975,USA,Florida,,N,Unprovoked
3229,1975,ITALY,Genoa Province,,Unknown,
3230,1975,SOUTH AFRICA,KwaZulu-Natal,,Unknown,
3231,1975,SOUTH AFRICA,Western Cape Province,Afternoon,N,Unprovoked
3232,1975,SOUTH AFRICA,KwaZulu-Natal,,Unknown,
3233,1975,AUSTRALIA,Queensland,,N,Unprovoked
3234,1975,USA,Florida,,N,Unprovoked
3235,1975,AUSTRALIA,Queensland,,N,Provoked
3236,1975,SOUTH AFRICA,Western Cape Province,,N,Provoked
3237,1975,BANGLADESH,Ganges-Brahmaputra delta,,Y,
3238,1975,SOUTH AFRICA,KwaZulu-Natal,Morning,N,Unprovoked
3239,1975,SOUTH AFRICA,Western Cape Province,,N,
3240,1975,AUSTRALIA,South Australia,Evening,Y,Unprovoked
3241,1975,AUSTRALIA,Victoria,,N,Unprovoked
3242,1975,AUSTRALIA,Queensland,,N,Unprovoked
3243,1975,SOUTH AFRICA,Western Cape Province,,N,Provoked
3244,1975,AUSTRALIA,South Australia,,Y,Unprovoked
3245,1975,BERMUDA,,,N,Unprovoked
3246,1975,REUNION,,,Y,Unprovoked
3247,1974,AUSTRALIA,Western Australia,,N,Unprovoked
3248,1974,USA,Florida,Afternoon,N,Unprovoked
3249,1974,USA,California,Morning,N,Unprovoked
3250,1974,USA,California,Afternoon,N,Unprovoked
3251,1974,ISRAEL,Red Sea,Afternoon,N,Unprovoked
3252,1974,USA,California,Afternoon,N,Unprovoked
3253,1974,USA,California,Afternoon,N,Unprovoked
3254,1974,AUSTRALIA,Queensland,,N,
3255,1974,USA,Oregon,Morning,N,Unprovoked
3256,1974,HONG KONG,Mirs Bay ,,N,Unprovoked
3257,1974,HONG KONG,Mirs Bay ,,Y,Unprovoked
3258,1974,HONG KONG,Mirs Bay ,,N,Unprovoked
3259,1974,HONG KONG,Mirs Bay ,,N,Unprovoked
3260,1974,CROATIA, Split-Dalmatia County,Afternoon,Y,Unprovoked
3261,1974,USA,California,,N,Unprovoked
3262,1974,USA,California,,N,Unprovoked
3263,1974,USA,Georgia,,Y,Unprovoked
3264,1974,USA,Florida ,,Y,
3265,1974,USA,Florida,Morning,N,Unprovoked
3266,1974,USA,California,Morning,N,Unprovoked
3267,1974,BRAZIL,,,Y,
3268,1974,SOUTH AFRICA,Western Cape Province,Afternoon,N,Unprovoked
3269,1974,SOUTH AFRICA,Eastern Cape Province,Afternoon,N,Unprovoked
3270,1974,USA,Florida,,N,Unprovoked
3271,1974,SOUTH AFRICA,KwaZulu-Natal,Afternoon,N,Unprovoked
3272,1974,SOUTH AFRICA,KwaZulu-Natal,,N,Unprovoked
3273,1974,SOUTH AFRICA,Western Cape Province,,N,
3274,1974,SOUTH AFRICA,KwaZulu-Natal,Evening,N,Unprovoked
3275,1974,SOUTH AFRICA,KwaZulu-Natal,Evening,N,Unprovoked
3276,1974,SOUTH AFRICA,Western Cape Province,,N,
3277,1974,SOUTH AFRICA,Western Cape Province,Night,N,
3278,1974,SOUTH AFRICA,KwaZulu-Natal,,N,Unprovoked
3279,1974,AUSTRALIA,South Australia,,Y,Unprovoked
3280,1974,SOUTH AFRICA,KwaZulu-Natal,Afternoon,N,Unprovoked
3281,1974,MOZAMBIQUE,Gaza,,Y,Unprovoked
3282,1974,MOZAMBIQUE,Gaza,,Y,Unprovoked
3283,1974,AUSTRALIA,Western Australia,,N,Unprovoked
3284,1974,CROATIA,Primorje-Gorski Kotar County ,,Y,Unprovoked
3285,1973,MOZAMBIQUE,Gaza,Morning,N,Unprovoked
3286,1973,MOZAMBIQUE,Gaza,Afternoon,Y,Unprovoked
3287,1973,PHILIPPINES,Luzon,,Y,Unprovoked
3288,1973,USA,Hawaii,,N,Unprovoked
3289,1973,MEXICO,Guerrero,Afternoon,Y,Unprovoked
3290,1973,AUSTRALIA,Western Australia,,N,Unprovoked
3291,1973,USA,Florida,Afternoon,N,Unprovoked
3292,1973,AUSTRALIA,Queensland,,N,Unprovoked
3293,1973,SOUTH AFRICA,KwaZulu-Natal,,Y,
3294,1973,BAHAMAS,Grand Bahama Island,Afternoon,N,Unprovoked
3295,1973,HONG KONG,Mirs Bay ,,Y,Unprovoked
3296,1973,MEXICO,Baja California,Afternoon,Y,Unprovoked
3297,1973,EGYPT,Red Sea,,N,Unprovoked
3298,1973,AUSTRALIA,Queensland,,Unknown,Unprovoked
3299,1973,AUSTRALIA,Queensland,,N,Unprovoked
3300,1973,USA,Virginia,,N,Unprovoked
3301,1973,HONG KONG,,,N,Unprovoked
3302,1973,MEXICO,Guerrero,Evening,Y,Unprovoked
3303,1973,AUSTRALIA,Queensland,,N,Unprovoked
3304,1973,MOZAMBIQUE,Gaza,Morning,Y,Unprovoked
3305,1973,SOUTH AFRICA,KwaZulu-Natal,Morning,N,Unprovoked
3306,1973,MEXICO,Guerrero,,Y,Unprovoked
3307,1973,SOUTH AFRICA,KwaZulu-Natal,,N,Provoked
3308,1973,USA,Hawaii,,N,Unprovoked
3309,1973,PALAU,Aulong Island,,N,Unprovoked
3310,1973,PALAU,Western Caroline Islands,,N,Unprovoked
3311,1973,SOUTH AFRICA,Eastern Cape Province,Morning,N,Unprovoked
3312,1972,SOUTH AFRICA,Western Cape Province,Afternoon,N,Unprovoked
3313,1972,MOZAMBIQUE,Gaza,Afternoon,N,Unprovoked
3314,1972,MEXICO,Guerrero,Afternoon,Y,Unprovoked
3315,1972,SOUTH AFRICA,Western Cape Province,Morning,N,Unprovoked
3316,1972,AUSTRALIA,Queensland,,N,Unprovoked
3317,1972,AUSTRALIA,New South Wales,,N,Provoked
3318,1972,REUNION,Saint-Philippe,,Y,Unprovoked
3319,1972,AUSTRALIA,Queensland,,N,Unprovoked
3320,1972,AUSTRALIA,New South Wales,,N,Unprovoked
3321,1972,USA,US Virgin Islands,,Y,Unprovoked
3322,1972,USA,Florida,,N,Unprovoked
3323,1972,NEW ZEALAND,North Island,,N,Unprovoked
3324,1972,USA,California,Morning,N,Unprovoked
3325,1972,MOZAMBIQUE,Maputo Province,,Unknown,
3326,1972,USA,Florida,Evening,N,Unprovoked
3327,1972,USA,Hawaii,,N,Unprovoked
3328,1972,AUSTRALIA,Tasmania,,N,Unprovoked
3329,1972,USA,California,,Unknown,
3330,1972,AUSTRALIA,Queensland,,Y,Unprovoked
3331,1972,AUSTRALIA,Queensland,,Y,Unprovoked
3332,1972,USA,Florida,Morning,N,Unprovoked
3333,1972,USA,California,Afternoon,N,Unprovoked
3334,1972,FRENCH POLYNESIA,Tuamotus,,N,Unprovoked
3335,1972,WESTERN SAMOA,Upolu Island,,Y,Unprovoked
3336,1972,AUSTRALIA,Queensland,,N,Unprovoked
3337,1972,MOZAMBIQUE,Gaza,Afternoon,Y,Unprovoked
3338,1972,PACIFIC OCEAN ,,,N,Provoked
3339,1972,USA,Hawaii,,N,Unprovoked
3340,1972,AUSTRALIA,Victoria,Morning,N,Unprovoked
3341,1972,AUSTRALIA,Tasmania,,N,Unprovoked
3342,1972,SOUTH AFRICA,Eastern Cape Province,,Y,Unprovoked
3343,1972,SOUTH AFRICA,KwaZulu-Natal,Evening,N,Unprovoked
3344,1972,MOZAMBIQUE,Gaza,Afternoon,N,Unprovoked
3345,1972,FRANCE,Antibes,,N,Unprovoked
3346,1972,MARSHALL ISLANDS,Illeginni Atoll,,N,Unprovoked
3347,1971,AUSTRALIA,New South Wales,,N,Unprovoked
3348,1971,SOUTH AFRICA,Western Cape Province,Afternoon,N,Unprovoked
3349,1971,AUSTRALIA,Queensland,,Y,Unprovoked
3350,1971,HONG KONG,Mirs Bay ,,N,Unprovoked
3351,1971,AUSTRALIA,New South Wales,,N,Provoked
3352,1971,USA,Florida,Afternoon,N,Unprovoked
3353,1971,SOUTH AFRICA,KwaZulu-Natal,Evening,N,Unprovoked
3354,1971,USA,California,,N,Unprovoked
3355,1971,USA,North Carolina,,N,Unprovoked
3356,1971,CROATIA,Istria County,Morning,Y,Unprovoked
3357,1971,AUSTRALIA,South Australia,,Y,Unprovoked
3358,1971,AUSTRALIA,New South Wales,Afternoon,N,Provoked
3359,1971,USA,Florida,Afternoon,N,Unprovoked
3360,1971,USA,California,,N,Unprovoked
3361,1971,SOUTH AFRICA,Western Cape Province,Afternoon,N,Unprovoked
3362,1971,BRITISH ISLES,South Devon,,N,Unprovoked
3363,1971,KENYA,Coast Province,,N,Unprovoked
3364,1971,SOUTH AFRICA,Western Cape Province,Morning,Y,Unprovoked
3365,1971,MEXICO,Guerrero,Morning,Y,Unprovoked
3366,1971,VENEZUELA,,,Y,Unprovoked
3367,1971,VENEZUELA,,,Y,Unprovoked
3368,1971,MOZAMBIQUE,Between Beira & Maputo,,Y,
3369,1971,NEW ZEALAND,South Island,Morning,N,Unprovoked
3370,1971,AUSTRALIA,Tasmania,Afternoon,N,Unprovoked
3371,1971,AUSTRALIA,South Australia,,N,Unprovoked
3372,1971,IRAN,Khuzestan Province,,N,Unprovoked
3373,1971,IRAN,Khuzestan Province,,N,Unprovoked
3374,1970,MOZAMBIQUE,Inhambe Province,Afternoon,Y,Unprovoked
3375,1970,MOZAMBIQUE,Inhambe Province,,Y,Unprovoked
3376,1970,MICRONESIA,Namonuito Atoll,Evening,N,Unprovoked
3377,1970,USA,Hawaii,,N,
3378,1970,,,,N,Unprovoked
3379,1970,USA,Hawaii,,N,Unprovoked
3380,1970,USA,Florida,,N,Unprovoked
3381,1970,MICRONESIA,Eastern Caroline Islands,Morning,N,Unprovoked
3382,1970,PALAU,Western Caroline Islands (North Pacific Ocean),,N,Provoked
3383,1970,USA,Florida,Morning,N,Unprovoked
3384,1970,AUSTRALIA,New South Wales,,N,Provoked
3385,1970,USA,South Carolina,,N,Unprovoked
3386,1970,USA,Florida,,N,Unprovoked
3387,1970,,Caribbean Sea,Afternoon,Unknown,
3388,1970,,,Night,N,Unprovoked
3389,1970,USA,Florida,,N,Provoked
3390,1970,SOUTH AFRICA,KwaZulu-Natal,Afternoon,N,Provoked
3391,1970,GRENADA,St. Andrew Parish,Afternoon,Y,Unprovoked
3392,1970,GRENADA,St. Andrew Parish,Afternoon,Y,Unprovoked
3393,1970,PHILIPPINES,200 nm southeast of Manila,,Y,
3394,1970,GRENADA,St. Andrew Parish,Afternoon,Y,Unprovoked
3395,1970,,,,N,Provoked
3396,1970,SOLOMON ISLANDS,,,Unknown,Unprovoked
3397,1970,USA,Hawaii,,Unknown,
3398,1970,USA,Florida,Afternoon,N,Unprovoked
3399,1970,,,,N,Unprovoked
3400,1970,MOZAMBIQUE,Limpopo River,,N,Unprovoked
3401,1970,MOZAMBIQUE,Limpopo River,,N,Unprovoked
3402,1970,MOZAMBIQUE,Limpopo River,,N,Unprovoked
3403,1970,MOZAMBIQUE,Limpopo River,,N,Unprovoked
3404,1970,EGYPT,Red Sea,,Y,
3405,1970,MEXICO,Guerrero,,N,Unprovoked
3406,1970,ENGLAND,Devon,,N,Unprovoked
3407,1970,PAPUA NEW GUINEA,New Ireland Province,,N,Unprovoked
3408,1970,SRI LANKA,Western Province,,N,Unprovoked
3409,1970,SPAIN,Canary Islands,,N,Unprovoked
3410,1970,ITALY,Sardinia,,N,
3411,1970,CROATIA,Zadar County,,Unknown,Unprovoked
3412,1970,IRAQ,Basrah,Afternoon,N,Unprovoked
3413,1970,IRAQ,Basrah,,N,Unprovoked
3414,1970,IRAQ,Basrah,Afternoon,Y,Unprovoked
3415,1970,IRAQ,Basrah,Afternoon,N,Unprovoked
3416,1969,AUSTRALIA,Western Australia,Afternoon,N,Unprovoked
3417,1969,USA,Hawaii,,N,Unprovoked
3418,1969,AUSTRALIA,New South Wales,,N,Provoked
3419,1969,USA,Hawaii,Morning,N,Unprovoked
3420,1969,USA,California,Morning,N,Unprovoked
3421,1969,USA,Florida,Afternoon,N,Unprovoked
3422,1969,USA,Massachusetts,,N,Provoked
3423,1969,USA,Florida,Morning,N,Unprovoked
3424,1969,USA,Florida,Afternoon,N,Unprovoked
3425,1969,,,,N,Unprovoked
3426,1969,ENGLAND,,,N,Provoked
3427,1969,USA,Florida,Afternoon,N,Provoked
3428,1969,USA,California,Afternoon,N,Unprovoked
3429,1969,USA,Florida,Afternoon,Unknown,Unprovoked
3430,1969,JAMAICA,Clarendon,Morning,N,Unprovoked
3431,1969,USA,Florida,Evening,N,Unprovoked
3432,1969,USA,Texas,Evening,N,Provoked
3433,1969,USA,Florida,Morning,N,Provoked
3434,1969,DOMINICAN REPUBLIC,,Afternoon,Unknown,Unprovoked
3435,1969,AUSTRALIA,Queensland,,N,Unprovoked
3436,1969,AUSTRALIA,New South Wales,,Unknown,
3437,1969,USA,Florida,,N,Provoked
3438,1969,AUSTRALIA,New South Wales,,N,Provoked
3439,1969,USA,Hawaii,Afternoon,N,Unprovoked
3440,1969,AUSTRALIA,Tasmania,,N,Provoked
3441,1969,AUSTRALIA,Queensland,,Unknown,
3442,1969,AUSTRALIA,New South Wales,Morning,N,Unprovoked
3443,1969,AUSTRALIA,Victoria,,N,Unprovoked
3444,1969,BAHAMAS,Eleuthera,,N,Provoked
3445,1968,SOUTH AFRICA,KwaZulu-Natal,,Unknown,
3446,1968,AUSTRALIA,New South Wales,Morning,N,Provoked
3447,1968,NEW ZEALAND,South Island,Afternoon,N,Unprovoked
3448,1968,AUSTRALIA,South Australia,,N,Unprovoked
3449,1968,SOUTH AFRICA,KwaZulu-Natal,,N,Unprovoked
3450,1968,SOUTH AFRICA,KwaZulu-Natal,,Unknown,
3451,1968,SOUTH AFRICA,KwaZulu-Natal,,N,
3452,1968,PAPUA NEW GUINEA,Madang Province,,Unknown,
3453,1968,AUSTRALIA,Western Australia,Afternoon,N,Provoked
3454,1968,BAHAMAS,,Evening,N,Provoked
3455,1968,USA,Florida,,N,Unprovoked
3456,1968,PHILIPPINES,Moro Gulf,,N,
3457,1968,USA,Florida,Afternoon,Unknown,
3458,1968,NEW ZEALAND,South Island,Morning,Y,Unprovoked
3459,1968,USA,Florida,Afternoon,N,Unprovoked
3460,1968,USA,Florida,Afternoon,N,Unprovoked
3461,1968,FRENCH POLYNESIA,Society Islands,,N,Unprovoked
3462,1968,MALAYSIA,Johor,Morning,N,Unprovoked
3463,1968,COLUMBIA,Magdalena Department,Morning,N,Unprovoked
3464,1968,USA,California,Morning,N,Unprovoked
3465,1968,USA,Florida,Afternoon,N,Unprovoked
3466,1968,USA,South Carolina,Afternoon,N,Unprovoked
3467,1968,BAHAMAS,Great Exuma Island,,Y,Unprovoked
3468,1968,MEXICO,Baja California,Afternoon,Unknown,
3469,1968,BAHAMAS,Eleuthera,,N,Unprovoked
3470,1968,USA,Florida,Morning,N,Unprovoked
3471,1968,ENGLAND,,,N,Unprovoked
3472,1968,TANZANIA,Mafia Island,,Unknown,
3473,1968,PAPUA NEW GUINEA,New Ireland Province,,N,Unprovoked
3474,1968,USA,Florida,Afternoon,Unknown,
3475,1968,USA,Florida,Afternoon,N,Unprovoked
3476,1968,AUSTRALIA,New South Wales,,N,Unprovoked
3477,1968,PAPUA NEW GUINEA,Gulf Province,,Y,Unprovoked
3478,1968,AUSTRALIA,New South Wales,,N,Provoked
3479,1968,SOUTH AFRICA,KwaZulu-Natal,Afternoon,N,Unprovoked
3480,1968,USA,Florida,Afternoon,N,Unprovoked
3481,1968,USA,Florida,Night,Unknown,
3482,1968,USA,Florida,Afternoon,N,Unprovoked
3483,1968,AUSTRALIA,Western Australia,Afternoon,N,Unprovoked
3484,1968,NEW ZEALAND,North Island,,N,Provoked
3485,1968,AUSTRALIA,South Australia,Evening,N,Unprovoked
3486,1968,AUSTRALIA,New South Wales,,N,Unprovoked
3487,1968,MOZAMBIQUE,,,N,Unprovoked
3488,1968,PAPUA NEW GUINEA,Morobe Province,Afternoon,Y,Unprovoked
3489,1968,COSTA RICA,Lim�n Province,,Y,Unprovoked
3490,1968,USA,Florida,Afternoon,Unknown,
3491,1968,USA,Florida,Afternoon,Unknown,
3492,1967,SOUTH AFRICA,Western Cape Province,Afternoon,N,Unprovoked
3493,1967,PAPUA NEW GUINEA,Central Province,,Unknown,
3494,1967,FIJI,,Morning,N,Unprovoked
3495,1967,AUSTRALIA,Victoria,,Y,Unprovoked
3496,1967,USA,,,N,Provoked
3497,1967,AUSTRALIA,New South Wales,,N,Provoked
3498,1967,AUSTRALIA,Queensland,,N,Unprovoked
3499,1967,FIJI,,Morning,N,Provoked
3500,1967,PHILIPPINES,Rombion Province,,Y,
3501,1967,SOUTH AFRICA,KwaZulu-Natal,,Unknown,
3502,1967,MEXICO,Veracruz,,Y,Unprovoked
3503,1967,USA,Florida,Afternoon,N,Unprovoked
3504,1967,TONGA,,,N,Unprovoked
3505,1967,USA,Hawaii,,Unknown,
3506,1967,ITALY,Brindisi Province,,Unknown,Provoked
3507,1967,PAPUA NEW GUINEA,New Ireland Province,,Unknown,Provoked
3508,1967,USA,Florida,Afternoon,N,Unprovoked
3509,1967,PAPUA NEW GUINEA,New Ireland Province,,Y,Unprovoked
3510,1967,PAPUA NEW GUINEA,New Ireland Province,,Y,Unprovoked
3511,1967,USA,California,Afternoon,N,Provoked
3512,1967,JAPAN,Kagawa Prefecture,Afternoon,Y,Unprovoked
3513,1967,ITALY,Liguria,,N,Unprovoked
3514,1967,AUSTRALIA,Western Australia,Morning,Y,Unprovoked
3515,1967,BERMUDA,Hamilton,Afternoon,N,Unprovoked
3516,1967,COLUMBIA,,,N,Unprovoked
3517,1967,AUSTRALIA,New South Wales,Night,Unknown,
3518,1967,USA,Florida,Afternoon,N,Unprovoked
3519,1967,BAHAMAS,Out Islands,,N,Unprovoked
3520,1967,SENEGAL,Cap Vert Peninsula,Night,N,Unprovoked
3521,1967,USA,Florida,Afternoon,N,Unprovoked
3522,1967,TURKEY,Mugla Province,Afternoon,Y,Unprovoked
3523,1967,USA,South Carolina,Afternoon,Unknown,
3524,1967,USA,Florida,Afternoon,N,Provoked
3525,1967,ITALY,Sicily,,N,Provoked
3526,1967,AUSTRALIA,South Australia,Morning,N,Provoked
3527,1967,AUSTRALIA,,Afternoon,N,Provoked
3528,1967,UNITED KINGDOM,Gibraltar,,N,Provoked
3529,1967,NEW ZEALAND,North Island,Afternoon,N,Provoked
3530,1967,SOUTH AFRICA,KwaZulu-Natal,Morning,N,Unprovoked
3531,1967,AUSTRALIA,Victoria,Afternoon,N,Provoked
3532,1967,AUSTRALIA,New South Wales,,Unknown,
3533,1967,NEW ZEALAND,South Island,Evening,Y,Unprovoked
3534,1967,PAPUA NEW GUINEA,New Britain,,N,Unprovoked
3535,1967,MEXICO,Veracruz,Afternoon,Y,
3536,1967,SOUTH AFRICA,Western Cape Province,,N,
3537,1967,SOUTH AFRICA,Western Cape Province,,N,Provoked
3538,1967,MOZAMBIQUE,Bay of Maputo,,N,Unprovoked
3539,1967,AUSTRALIA,Victoria,,N,Provoked
3540,1966,AUSTRALIA,Tasmania,,N,Unprovoked
3541,1966,AUSTRALIA,New South Wales,,N,Provoked
3542,1966,AUSTRALIA,New South Wales,,N,Unprovoked
3543,1966,SINGAPORE,,Afternoon,N,Unprovoked
3544,1966,AUSTRALIA,New South Wales,,N,Unprovoked
3545,1966,THAILAND,,,Unknown,Unprovoked
3546,1966,PAPUA NEW GUINEA,New Ireland Province,,Y,Unprovoked
3547,1966,PAPUA NEW GUINEA,New Ireland Province,Morning,Y,Unprovoked
3548,1966,PAPUA NEW GUINEA,New Ireland Province,Morning,Y,Unprovoked
3549,1966,AUSTRALIA,Queensland,Afternoon,N,Unprovoked
3550,1966,USA,Hawaii,,N,Provoked
3551,1966,AUSTRALIA,Western Australia,,Unknown,
3552,1966,AUSTRALIA,Western Australia,Afternoon,Unknown,Provoked
3553,1966,AUSTRALIA,Western Australia,Afternoon,N,Unprovoked
3554,1966,USA,Florida,,N,Provoked
3555,1966,BAHAMAS,Bimini Islands,,Unknown,
3556,1966,AUSTRALIA,Northern Territory,,N,
3557,1966,SOUTH AFRICA,KwaZulu-Natal,,Unknown,
3558,1966,BAHAMAS,Bimini Islands,Afternoon,N,Unprovoked
3559,1966,NEW BRITAIN,Duke of York Islands,,Y,Unprovoked
3560,1966,NEW BRITAIN,Duke of York Islands,,Y,Unprovoked
3561,1966,CROATIA,Primorje-Gorski Kotar County ,,Y,Unprovoked
3562,1966,TAIWAN,,Afternoon,N,Unprovoked
3563,1966,ITALY,Taranto province,,N,Unprovoked
3564,1966,USA,Delaware,Afternoon,Unknown,
3565,1966,USA,Florida,Afternoon,N,Unprovoked
3566,1966,USA,Texas,,N,Unprovoked
3567,1966,USA,South Carolina,Evening,N,Provoked
3568,1966,USA,Texas,Afternoon,N,Unprovoked
3569,1966,TAIWAN,Northern Taiwan,,Y,Unprovoked
3570,1966,PAPUA NEW GUINEA,"Admiralty Islands, Manus Province",,Y,Unprovoked
3571,1966,USA,Florida,Morning,Unknown,
3572,1966,CARIBBEAN SEA,,,N,
3573,1966,USA,New Jersey,Afternoon,N,Provoked
3574,1966,USA,Florida,Morning,N,Provoked
3575,1966,USA,Texas,Afternoon,N,Unprovoked
3576,1966,FRENCH POLYNESIA,Society Islands,Afternoon,N,Provoked
3577,1966,AUSTRALIA,New South Wales,Night,Y,
3578,1966,AUSTRALIA,New South Wales,Night,N,Unprovoked
3579,1966,AUSTRALIA,,,Y,
3580,1966,USA,Florida,Afternoon,Unknown,
3581,1966,PHILIPPINES,,,Y,
3582,1966,USA,Puerto Rico,Afternoon,N,Unprovoked
3583,1966,AUSTRALIA,New South Wales,,N,
3584,1966,AUSTRALIA,New South Wales,,N,Provoked
3585,1966,SUDAN,Red Sea,,Y,
3586,1966,AUSTRALIA,New South Wales,Afternoon,N,Unprovoked
3587,1966,SOUTH AFRICA,Western Cape Province,Afternoon,N,Provoked
3588,1966,INDONESIA,North Sumatra,,Y,
3589,1966,USA,California,,N,Unprovoked
3590,1966,AUSTRALIA,New South Wales,,N,Unprovoked
3591,1966,COLUMBIA,,,Y,
3592,1966,SOUTH AFRICA,Eastern Cape Province,Morning,N,Unprovoked
3593,1966,AUSTRALIA,Western Australia,,N,Unprovoked
3594,1966,SOUTH AFRICA,KwaZulu-Natal,Afternoon,N,Unprovoked
3595,1966,NEW ZEALAND,North Island,Afternoon,Y,Unprovoked
3596,1966,USA,Florida,Afternoon,N,Unprovoked
3597,1966,USA,California,,Unknown,
3598,1965,AUSTRALIA,Western Australia,,N,Unprovoked
3599,1965,JOHNSTON ISLAND,,Afternoon,N,Unprovoked
3600,1965,AUSTRALIA,South Australia,Morning,N,
3601,1965,AUSTRALIA,Queensland,,Y,Provoked
3602,1965,PACIFIC OCEAN ,"250 miles southwest of O'ahu, Hawaii",Evening,N,Unprovoked
3603,1965,PANAMA,Caribbean Sea,Morning,Unknown,
3604,1965,AUSTRALIA,Queensland,Afternoon,N,Unprovoked
3605,1965,,,,N,Unprovoked
3606,1965,BAHAMAS,New Providence Island,,N,Unprovoked
3607,1965,BAHAMAS,New Providence Island,,Y,Unprovoked
3608,1965,NEW BRITAIN,West coast,,Y,Unprovoked
3609,1965,PAPUA NEW GUINEA,New Britain,,N,Unprovoked
3610,1965,PAPUA NEW GUINEA,Madang Province,,N,Provoked
3611,1965,PAPUA NEW GUINEA,East Sepik,Afternoon,N,Provoked
3612,1965,MEXICO,Veracruz,Evening,N,Unprovoked
3613,1965,PHILIPPINES,,,Unknown,
3614,1965,USA,New Jersey,Afternoon,N,Unprovoked
3615,1965,BAHAMAS,Bimini Islands,,N,Provoked
3616,1965,MEXICO,Veracruz,Afternoon,Y,Unprovoked
3617,1965,BERMUDA,Hamilton,,N,
3618,1965,USA,Florida,,Unknown,
3619,1965,USA,Florida,,Unknown,
3620,1965,MEXICO,Veracruz,Afternoon,N,Unprovoked
3621,1965,PAPUA NEW GUINEA,Near Bougainville (North Solomons),,N,Unprovoked
3622,1965,SOUTH PACIFIC OCEAN,,Morning,Y,Unprovoked
3623,1965,MEXICO,Veracruz,Afternoon,Y,Unprovoked
3624,1965,MEXICO,Veracruz,,Y,Unprovoked
3625,1965,EGYPT,,,N,Unprovoked
3626,1965,JAMAICA,,,N,Unprovoked
3627,1965,MEXICO,Veracruz,,N,Unprovoked
3628,1965,USA,Florida,Afternoon,N,Unprovoked
3629,1965,USA,California,Afternoon,Unknown,
3630,1965,USA,Florida,Morning,N,Unprovoked
3631,1965,PALAU,Western Caroline Islands,Afternoon,N,Unprovoked
3632,1965,USA,Florida,Morning,N,Unprovoked
3633,1965,USA,Puerto Rico,Morning,Unknown,
3634,1965,USA,Florida,Afternoon,N,Unprovoked
3635,1965,SOUTH AFRICA,KwaZulu-Natal,,N,Unprovoked
3636,1965,USA,Massachusetts,Afternoon,N,Unprovoked
